,usage,dataset,scale,name,HR,LR
123,train,General100,2,im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_085.png
124,train,General100,4,im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_085.png
125,train,General100,8,im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_085.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_085.png
126,train,General100,2,im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_084.png
127,train,General100,4,im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_084.png
128,train,General100,8,im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_084.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_084.png
129,train,General100,2,im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_090.png
130,train,General100,4,im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_090.png
131,train,General100,8,im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_090.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_090.png
132,train,General100,2,im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_047.png
133,train,General100,4,im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_047.png
134,train,General100,8,im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_047.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_047.png
135,train,General100,2,im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_053.png
136,train,General100,4,im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_053.png
137,train,General100,8,im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_053.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_053.png
138,train,General100,2,im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_045.png
139,train,General100,4,im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_045.png
140,train,General100,8,im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_045.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_045.png
141,train,General100,2,im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_051.png
142,train,General100,4,im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_051.png
143,train,General100,8,im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_051.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_051.png
144,train,General100,2,im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_079.png
145,train,General100,4,im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_079.png
146,train,General100,8,im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_079.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_079.png
147,train,General100,2,im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_086.png
148,train,General100,4,im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_086.png
149,train,General100,8,im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_086.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_086.png
150,train,General100,2,im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_092.png
151,train,General100,4,im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_092.png
152,train,General100,8,im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_092.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_092.png
153,train,General100,2,im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_093.png
154,train,General100,4,im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_093.png
155,train,General100,8,im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_093.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_093.png
156,train,General100,2,im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_087.png
157,train,General100,4,im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_087.png
158,train,General100,8,im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_087.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_087.png
159,train,General100,2,im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_078.png
160,train,General100,4,im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_078.png
161,train,General100,8,im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_078.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_078.png
162,train,General100,2,im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_050.png
163,train,General100,4,im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_050.png
164,train,General100,8,im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_050.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_050.png
165,train,General100,2,im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_044.png
166,train,General100,4,im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_044.png
167,train,General100,8,im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_044.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_044.png
168,train,General100,2,im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_049.png
169,train,General100,4,im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_049.png
170,train,General100,8,im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_049.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_049.png
171,train,General100,2,im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_061.png
172,train,General100,4,im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_061.png
173,train,General100,8,im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_061.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_061.png
174,train,General100,2,im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_075.png
175,train,General100,4,im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_075.png
176,train,General100,8,im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_075.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_075.png
177,train,General100,2,im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_074.png
178,train,General100,4,im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_074.png
179,train,General100,8,im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_074.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_074.png
180,train,General100,2,im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_060.png
181,train,General100,4,im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_060.png
182,train,General100,8,im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_060.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_060.png
183,train,General100,2,im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_048.png
184,train,General100,4,im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_048.png
185,train,General100,8,im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_048.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_048.png
186,train,General100,2,im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_100.png
187,train,General100,4,im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_100.png
188,train,General100,8,im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_100.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_100.png
189,train,General100,2,im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_076.png
190,train,General100,4,im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X4/im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X4/im_076.png
191,train,General100,8,im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X8/im_076.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X8/im_076.png
192,train,General100,2,im_062.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/HR_matlab/X2/im_062.png,/usr/xtmp/superresoluter/superresolution/imgs/source_image/train/General100/LR_matlab/X2/im_062.png
